@relation data

@attribute att1 {Color,' Black and White'}
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 {English,Mandarin,Aboriginal,Spanish,French,Filipino,Maya,Kazakh,Telugu,Cantonese,Japanese,Aramaic,Italian,Dutch,Dari,German,Mongolian,Thai,Bosnian,Korean,Hungarian,Hindi,Icelandic,Danish,Portuguese,Norwegian,Czech,Russian,None,Zulu,Hebrew,Dzongkha,Arabic,Vietnamese,Indonesian,Romanian,Persian,Swedish}
@attribute att7 {USA,UK,'New Zealand',Canada,Australia,Germany,China,'New Line',France,Japan,Spain,'Hong Kong','Czech Republic',Peru,'South Korea',India,Aruba,Denmark,Belgium,Ireland,'South Africa',Italy,Romania,Chile,Netherlands,Hungary,Russia,Mexico,Greece,Taiwan,'Official site',Thailand,Iran,'West Germany',Georgia,Iceland,Brazil,Finland,Norway,Argentina,Colombia,Poland,Israel,Indonesia,Afghanistan,Sweden,Philippines}
@attribute att8 {PG-13,PG,G,R,Approved,NC-17,X,'Not Rated',Unrated,M,GP,Passed}
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric

@data
Color,476,31,2396,4381,English,USA,PG,3,3,2,0
Color,58,61,226,124,English,USA,R,3,3,4,0
Color,52,19,95,2278,English,USA,PG-13,3,4,2,0
Color,165,431,558,962,English,France,R,3,4,2,0
Color,410,280,149,2398,English,USA,R,3,3,2,0
Color,396,69,187,1003,English,USA,R,3,4,2,0
Color,477,432,2397,1374,English,USA,PG-13,4,4,2,0
Color,478,86,139,2166,English,UK,R,3,4,2,0
Color,202,174,166,537,English,USA,PG-13,3,4,2,0
Color,479,130,1432,4444,English,USA,PG-13,3,4,2,0
Color,272,65,2398,3177,English,USA,R,3,4,2,0
Color,480,76,332,1450,English,USA,R,3,4,2,0
Color,301,433,2399,4445,English,Canada,PG-13,3,4,2,0
Color,481,35,54,304,English,USA,PG-13,3,4,2,0
Color,200,435,2401,3680,English,USA,R,3,3,2,0
Color,151,436,1148,4447,English,USA,R,3,4,4,1
Color,38,42,699,2601,English,USA,PG-13,3,3,2,1
Color,137,25,644,4260,English,USA,R,3,4,2,0
Color,120,156,60,4449,English,USA,R,3,4,2,1
Color,68,224,2403,4450,English,USA,R,3,4,2,1
Color,363,65,168,4452,English,USA,R,3,4,2,1
Color,219,3,2404,4453,English,'Czech Republic',R,3,4,4,0
Color,278,438,2405,3220,English,Canada,PG-13,3,4,2,1
Color,386,11,30,114,English,USA,PG-13,3,4,2,0
Color,141,25,450,449,English,USA,PG-13,3,4,2,0
Color,370,240,2406,1283,English,USA,PG-13,3,4,2,0
Color,420,76,212,1062,English,USA,R,3,3,2,0
Color,141,34,187,1000,English,USA,R,3,4,2,0
Color,484,22,364,1179,English,France,PG-13,3,4,2,1
Color,151,202,268,4454,English,USA,R,3,4,2,0
Color,202,91,84,879,English,USA,PG-13,3,4,2,1
Color,486,440,672,807,English,USA,PG,4,3,2,0
Color,131,441,1291,190,English,USA,R,3,4,2,1
Color,487,442,453,4456,English,USA,PG-13,3,4,4,0
Color,490,221,648,403,English,USA,PG,3,4,1,0
Color,491,218,2409,4458,English,USA,R,3,4,2,0
Color,492,218,186,272,English,USA,PG-13,3,4,2,1
Color,442,218,674,3866,English,USA,PG-13,3,4,2,1
Color,3,210,308,3172,English,USA,R,3,4,2,1
Color,298,277,114,2273,English,USA,PG-13,3,4,2,1
Color,405,125,2410,4459,English,USA,PG-13,3,4,2,0
Color,103,156,109,582,English,USA,R,3,4,2,1
Color,51,308,2411,3031,English,USA,PG-13,3,4,2,1
Color,493,444,2412,2585,English,UK,R,3,4,2,0
Color,356,446,2307,2316,English,USA,PG,3,3,2,1
Color,484,22,1863,2149,English,France,PG-13,3,4,2,1
Color,495,447,2413,2744,English,USA,PG-13,3,4,2,1
Color,372,448,2414,4111,English,USA,PG-13,3,4,2,1
Color,247,162,240,4460,English,USA,PG,3,4,2,1
Color,293,203,266,297,English,USA,G,3,4,2,1
Color,211,156,218,1022,English,USA,PG-13,3,3,4,1
Color,133,449,2415,2881,English,USA,PG-13,3,3,2,1
Color,340,130,1251,148,English,USA,PG-13,3,4,2,1
Color,120,42,2416,2951,English,USA,R,3,3,2,1
Color,275,191,1264,4355,English,Germany,PG-13,4,4,2,1
Color,496,25,40,2338,English,USA,R,3,4,4,1
Color,274,156,337,785,English,USA,R,3,4,2,1
Color,102,9,2417,4461,English,USA,PG,3,4,2,1
Color,339,450,2245,4173,English,USA,R,3,4,2,1
Color,73,451,2418,4462,English,USA,PG,3,4,2,1
Color,269,276,2419,1449,English,USA,R,3,4,2,1
Color,497,50,2420,592,English,USA,PG-13,3,4,4,1
Color,498,452,2421,3874,English,USA,R,3,4,2,1
Color,499,176,1210,3323,English,USA,PG-13,3,4,2,1
Color,354,453,2422,4463,English,USA,PG-13,3,4,2,1
Color,482,298,22,4464,English,UK,R,3,4,4,1
Color,29,11,1161,46,English,USA,G,4,4,2,1
Color,242,1,251,4465,English,USA,R,3,4,2,0
Color,499,237,800,4466,English,Peru,R,3,3,2,1
Color,282,107,791,575,English,USA,R,3,4,4,1
Color,401,162,166,226,English,USA,PG,3,4,2,1
Color,501,336,44,878,English,USA,PG,3,4,2,0
Color,502,455,2424,399,English,USA,PG,3,4,2,1
Color,503,174,1070,4467,English,France,R,3,4,2,1
Color,158,195,196,485,English,USA,PG-13,3,4,2,1
Color,402,285,642,1738,English,USA,PG-13,3,4,2,0
Color,424,209,27,4468,English,USA,PG-13,3,3,2,0
Color,189,250,2425,1263,English,USA,PG,3,3,2,0
' Black and White',78,456,2426,3771,English,USA,R,3,4,4,0
Color,504,457,2427,4469,English,USA,PG-13,3,4,2,1
Color,505,458,2428,4470,English,UK,PG,3,4,2,0
Color,506,76,209,218,English,USA,PG,3,4,2,0
Color,507,459,1127,2941,English,USA,PG-13,3,3,4,0
Color,508,460,2429,484,English,USA,PG-13,3,4,4,0
Color,2,20,141,4471,English,USA,R,3,4,2,0
Color,105,99,1191,248,English,Germany,PG-13,3,4,2,0
Color,509,127,289,1048,English,France,PG-13,4,4,2,0
Color,510,461,2430,4066,English,USA,R,3,4,2,0
Color,370,462,1283,4472,English,USA,PG-13,3,4,2,0
Color,511,463,2431,606,English,USA,PG,3,4,2,0
Color,512,464,2432,4473,English,USA,R,3,4,2,0
Color,513,172,166,91,English,USA,PG-13,3,4,4,0
Color,232,222,2218,4242,English,UK,R,3,4,2,0
Color,514,154,1937,1565,English,Australia,PG,3,4,2,0
Color,515,109,1175,101,English,USA,PG-13,3,4,4,0
' Black and White',78,82,212,950,English,USA,R,3,3,4,0
Color,335,338,242,1738,English,France,PG-13,3,4,2,0
Color,54,153,251,495,English,USA,R,3,4,2,0
Color,437,58,834,2736,English,USA,R,3,4,4,0
Color,187,214,1145,4474,Mandarin,China,R,3,4,2,0
Color,516,76,2433,4475,English,USA,R,3,4,2,0
Color,15,336,84,536,English,USA,PG-13,3,4,1,0
Color,36,465,2434,4476,English,USA,R,3,4,4,0
Color,517,467,171,3115,English,USA,R,3,4,2,0
Color,518,468,2436,4478,English,USA,PG,3,4,2,0
Color,520,469,411,347,English,USA,R,3,4,4,1
Color,226,42,735,863,English,USA,PG-13,3,3,4,1
Color,279,69,329,344,English,USA,PG-13,3,4,2,1
' Black and White',277,158,75,802,English,USA,R,3,4,4,1
Color,517,237,2437,486,English,USA,R,3,3,2,1
Color,521,58,124,2206,English,USA,R,3,4,2,0
Color,522,470,2438,4479,English,USA,Approved,2,1,2,1
Color,523,30,467,1220,English,USA,R,3,3,4,0
Color,157,389,118,2194,English,USA,R,3,4,2,1
Color,524,113,1301,596,English,USA,PG-13,3,4,2,0
Color,525,213,2439,1313,English,USA,PG-13,3,4,4,1
Color,292,26,414,2307,English,USA,PG-13,3,4,2,0
Color,112,130,54,212,English,France,R,3,4,2,0
Color,526,471,2440,4480,English,USA,R,3,4,2,0
Color,207,56,185,559,English,USA,R,3,3,4,1
Color,527,472,2441,4481,English,USA,PG-13,3,4,2,0
Color,172,35,1022,4192,English,USA,R,3,4,2,0
Color,201,50,1119,641,English,USA,R,3,4,2,1
Color,498,218,2442,1205,English,UK,PG-13,3,4,2,1
Color,412,473,1215,4482,English,UK,G,3,4,2,1
Color,528,93,2443,475,English,USA,PG-13,3,4,2,1
Color,529,474,160,3251,English,USA,R,3,3,2,1
Color,99,311,2444,456,English,USA,R,3,4,2,1
Color,530,269,1183,1538,English,UK,Approved,3,2,4,1
Color,158,111,2445,4483,English,USA,PG,3,4,2,0
Color,462,130,191,2153,English,USA,PG-13,3,4,2,0
Color,531,30,551,2613,English,USA,PG-13,3,4,2,0
Color,532,475,296,4484,English,USA,PG-13,3,4,2,1
Color,327,476,2446,4485,English,USA,R,3,4,2,1
Color,533,477,286,3085,English,UK,PG-13,3,3,4,0
Color,534,61,332,459,English,USA,PG-13,3,4,2,0
Color,535,158,233,945,English,USA,R,3,4,2,0
Color,536,212,478,2150,English,UK,PG,3,3,2,0
Color,468,76,2447,4486,English,USA,R,3,4,2,0
' Black and White',187,54,552,2084,Mandarin,China,PG-13,3,4,1,0
Color,537,478,888,2312,English,USA,PG-13,3,4,2,0
Color,538,182,2448,4487,English,USA,R,3,4,2,0
Color,539,479,686,2590,English,'New Zealand',R,3,4,2,0
Color,365,480,784,2360,French,France,R,3,4,2,0
Color,424,481,2124,4489,English,USA,R,3,4,2,1
Color,438,140,295,991,English,USA,PG-13,4,4,4,0
Color,541,483,2450,3431,English,'Hong Kong',PG-13,3,4,2,0
Color,93,99,197,242,English,USA,PG-13,3,4,2,1
Color,542,484,2451,4491,English,USA,PG-13,3,4,2,0
Color,345,485,1569,4492,English,USA,PG,3,4,2,0
Color,543,486,2452,4493,English,USA,PG,2,3,2,1
Color,363,37,34,71,English,USA,R,3,4,4,1
Color,544,32,820,931,English,USA,PG-13,3,4,2,1
Color,545,236,2453,4494,English,USA,R,4,4,2,1
Color,43,307,2454,979,English,USA,PG,3,3,2,1
Color,191,59,130,2378,English,France,R,3,4,2,1
Color,546,398,1863,635,English,USA,R,3,4,4,1
Color,423,237,111,461,English,USA,PG,3,4,2,1
Color,133,11,72,48,English,USA,R,3,4,4,1
Color,80,487,662,4413,English,USA,PG,3,4,2,1
Color,21,488,2455,4495,English,USA,R,3,4,2,1
' Black and White',487,33,2456,4496,English,USA,PG,3,3,2,1
Color,33,489,2406,2113,English,USA,R,3,4,4,1
Color,68,490,1985,4497,English,USA,PG-13,3,4,2,1
Color,547,491,2457,4498,English,USA,PG-13,3,4,4,1
Color,495,492,665,447,English,USA,PG-13,3,4,2,1
Color,548,493,2458,1549,English,USA,R,3,4,2,1
Color,43,307,2454,979,English,USA,PG,3,3,2,1
Color,549,166,517,931,English,USA,R,3,4,2,1
Color,420,63,82,61,English,USA,R,3,3,4,1
Color,324,209,750,966,English,USA,PG-13,3,4,2,1
Color,438,42,264,275,English,USA,PG-13,3,4,2,1
Color,241,93,109,1023,English,USA,R,3,4,4,1
Color,307,192,1095,641,English,USA,PG-13,3,4,2,1
Color,439,74,236,2971,English,USA,PG,3,4,2,1
Color,220,158,203,575,English,USA,PG-13,3,4,2,1
Color,135,494,2459,748,English,USA,PG-13,3,4,2,1
Color,159,495,2460,3028,English,USA,R,3,3,2,1
Color,332,496,1045,727,English,USA,PG-13,3,4,4,1
' Black and White',336,169,2461,4499,English,USA,R,3,4,4,1
Color,232,184,962,1030,English,USA,PG-13,3,4,2,1
Color,528,6,211,4500,English,USA,R,3,4,2,1
Color,307,497,748,2961,English,USA,PG-13,3,4,2,1
' Black and White',78,498,2462,4501,English,France,R,3,3,4,1
Color,433,53,624,4502,English,USA,PG-13,3,4,2,1
Color,1,6,75,218,English,USA,R,3,4,2,1
Color,325,302,2295,604,English,USA,PG-13,4,4,4,1
Color,527,499,833,878,English,USA,PG-13,3,4,2,1
Color,550,107,659,4503,English,USA,PG-13,3,4,2,1
Color,504,500,881,3561,English,USA,R,3,4,2,1
Color,38,33,108,2412,English,USA,PG-13,3,4,4,1
Color,198,501,1263,4504,English,USA,PG-13,3,4,2,1
Color,163,503,2464,2124,English,USA,PG-13,3,4,2,1
Color,259,396,190,1208,English,USA,PG-13,3,4,2,1
Color,552,504,176,1150,English,USA,R,3,4,2,1
Color,53,10,1444,518,English,UK,PG-13,3,4,4,1
Color,493,72,2465,637,English,USA,R,3,4,2,1
Color,444,22,281,983,English,UK,PG-13,3,4,2,1
Color,3,34,25,59,English,USA,PG-13,3,4,4,1
Color,395,11,2,2528,English,USA,R,3,4,2,1
Color,553,240,2466,4506,English,USA,PG,3,4,2,1
Color,289,505,2467,4507,Maya,USA,R,3,4,4,1
Color,533,506,643,4163,English,UK,PG,3,3,4,1
Color,554,507,638,2375,English,USA,R,3,4,2,1
Color,246,508,2468,1489,English,USA,PG,3,3,2,1
Color,387,1,382,1738,English,USA,PG-13,3,4,2,1
Color,555,63,408,4508,English,USA,PG,3,4,2,1
' Black and White',386,509,2469,4509,English,USA,PG-13,3,4,2,1
Color,556,80,366,1126,English,USA,PG,3,4,2,1
Color,557,510,2470,868,English,USA,PG-13,3,4,2,1
Color,326,511,2471,4510,English,USA,R,3,4,4,1
Color,420,109,840,459,English,USA,PG-13,3,4,4,1
Color,509,21,382,410,English,USA,R,3,4,2,1
Color,38,82,130,72,English,USA,R,3,4,4,1
Color,131,512,2472,4511,English,USA,PG-13,3,3,2,1
Color,558,513,864,680,English,USA,R,3,4,2,0
Color,372,514,2473,4512,English,USA,PG,3,3,2,0
Color,559,6,513,4355,English,USA,PG-13,3,4,2,0
Color,560,515,2474,4513,English,USA,R,3,4,2,0
Color,544,516,2475,4514,English,USA,PG-13,3,4,2,0
Color,548,517,2476,4515,English,USA,R,3,4,2,0
Color,133,76,2119,4516,English,Germany,R,3,4,2,0
Color,78,518,2255,567,English,USA,R,3,3,4,0
Color,561,519,2448,2556,English,USA,R,3,4,2,0
Color,562,258,2477,4517,English,Germany,PG-13,4,4,2,0
Color,458,520,2478,2296,English,USA,R,3,4,2,0
Color,563,57,1103,291,English,UK,PG-13,3,4,2,0
Color,237,11,197,1345,English,USA,PG-13,3,4,2,0
Color,307,521,2479,4518,English,USA,PG-13,3,4,2,1
Color,254,503,2481,417,English,USA,PG-13,3,4,2,0
Color,314,22,233,225,English,USA,R,3,4,4,0
Color,503,446,2482,356,English,USA,PG-13,3,3,2,1
Color,564,33,2483,4520,English,USA,PG-13,3,4,4,0
Color,498,523,2484,4521,English,USA,PG-13,3,4,2,0
Color,474,524,407,2807,English,USA,R,3,4,2,0
Color,565,280,154,3993,English,USA,R,3,4,2,0
Color,126,169,2485,4522,English,USA,PG-13,3,4,4,0
Color,168,295,2486,4523,English,USA,R,3,4,2,0
Color,400,525,2487,4524,English,USA,PG-13,3,4,2,0
Color,407,373,2104,4525,English,USA,PG-13,3,4,2,0
Color,177,526,2488,527,English,Germany,PG-13,3,4,2,0
Color,566,131,59,38,English,UK,PG-13,3,4,2,0
Color,567,63,233,281,English,USA,PG-13,3,4,2,0
Color,249,527,2489,4526,English,USA,R,3,4,2,0
Color,48,158,378,3617,English,USA,R,1,3,2,0
Color,487,98,1211,4527,English,USA,PG-13,3,3,2,0
Color,484,528,2490,2562,English,France,PG-13,3,4,2,0
Color,568,61,2491,376,English,USA,G,3,4,2,0
Color,309,158,182,645,English,USA,R,4,4,2,0
' Black and White',569,529,126,1678,English,USA,PG-13,4,4,2,0
Color,570,530,544,427,English,USA,PG-13,3,4,2,0
Color,377,210,269,2262,English,USA,R,3,4,2,0
Color,130,531,2492,477,English,France,NC-17,3,3,4,0
Color,571,396,206,737,English,USA,PG-13,3,4,2,0
Color,466,76,311,707,English,USA,R,3,3,2,0
Color,572,237,1215,4528,English,USA,R,3,4,2,0
Color,573,19,1487,4529,English,Spain,PG-13,3,4,2,0
Color,574,532,672,898,English,USA,PG-13,3,3,2,0
Color,470,192,209,2102,English,USA,PG,3,4,2,0
Color,392,60,572,2808,English,USA,PG-13,3,4,2,0
Color,469,533,1167,4530,English,USA,PG-13,3,3,2,0
' Black and White',365,534,482,3274,French,France,R,4,4,2,0
Color,575,535,2493,2536,English,USA,PG,3,4,2,0
Color,576,536,624,2735,English,UK,R,4,4,2,0
Color,547,223,137,3953,English,USA,PG,3,4,2,0
Color,577,461,1937,4531,English,USA,PG-13,3,4,2,0
Color,578,326,917,1449,English,UK,R,3,4,2,0
Color,166,162,111,323,English,USA,PG-13,3,4,2,0
Color,524,113,1301,596,English,USA,PG-13,3,4,2,0
Color,478,537,421,1809,English,USA,PG-13,3,4,2,0
Color,580,538,947,3993,English,UK,PG,3,3,2,0
Color,581,504,325,380,English,USA,R,3,4,2,0
Color,582,392,184,4093,English,Germany,R,3,4,2,0
Color,449,346,481,3271,English,USA,R,3,4,2,0
Color,565,295,539,1599,English,UK,PG-13,3,4,2,0
Color,583,539,2494,2781,English,France,PG-13,3,4,2,0
Color,464,104,2495,4532,English,UK,R,3,4,2,0
Color,355,540,2496,4533,English,USA,PG-13,3,4,2,0
Color,584,376,2497,4534,English,USA,PG,3,4,2,0
Color,430,167,108,4535,English,USA,R,3,4,2,0
Color,585,413,1201,4536,English,Germany,PG,3,4,2,0
Color,240,541,2498,4260,English,USA,PG-13,3,4,2,1
Color,386,60,478,512,English,USA,PG-13,3,3,2,0
Color,586,542,2499,4537,English,USA,R,3,4,2,0
' Black and White',375,543,451,1524,English,UK,PG,3,3,2,0
Color,587,54,549,909,Mandarin,'Hong Kong',R,3,4,2,0
Color,194,544,2500,2221,Kazakh,France,R,3,4,2,0
Color,588,104,2105,1238,English,'South Korea',R,3,4,2,0
Color,104,518,262,3680,English,USA,R,3,3,2,1
Color,590,545,2501,4538,Telugu,India,?,3,4,4,0
Color,127,546,2502,3956,English,USA,PG-13,3,4,2,1
Color,49,74,127,1019,English,USA,PG-13,3,4,2,1
' Black and White',24,269,161,2911,English,USA,PG,3,4,2,0
Color,8,548,2503,4539,English,USA,PG-13,3,4,2,0
Color,591,536,382,2942,English,USA,PG-13,3,4,2,0
Color,421,394,2504,4402,English,UK,PG,3,3,2,1
Color,231,158,237,4540,English,USA,PG-13,3,4,2,0
Color,134,549,552,1218,Mandarin,China,R,4,4,4,0
Color,279,550,750,4541,English,USA,PG-13,3,4,2,1
Color,275,69,100,3034,English,USA,R,3,4,2,1
Color,592,551,2505,3082,English,USA,PG,3,4,2,0
Color,423,26,461,646,English,USA,PG,3,4,2,1
Color,593,277,946,2273,English,USA,PG,3,3,2,1
Color,594,552,2506,4542,Mandarin,'Hong Kong',PG-13,3,4,2,0
Color,70,83,2,1444,English,USA,PG-13,3,4,2,1
' Black and White',596,156,291,415,English,USA,R,3,4,4,1
Color,77,451,1029,387,English,USA,PG-13,3,4,2,0
Color,597,554,2497,934,English,USA,PG-13,3,4,2,1
Color,445,555,1241,3097,English,USA,PG,3,4,2,1
Color,598,556,2508,4544,English,USA,R,3,4,2,0
Color,368,338,2509,4223,English,USA,PG,3,4,2,0
Color,335,1,281,749,English,Spain,R,3,4,4,0
Color,77,6,1724,4545,English,USA,R,3,4,2,0
Color,392,557,2510,4546,English,USA,R,3,4,2,0
Color,599,558,2211,1267,English,USA,R,2,4,2,1
Color,18,30,1761,550,English,USA,PG-13,3,4,4,0
Color,469,559,2511,4547,English,USA,R,3,3,2,0
Color,138,127,1981,496,English,USA,R,3,4,2,1
Color,600,560,2512,4548,English,USA,R,3,4,2,0
Color,601,561,1089,1617,English,USA,PG-13,3,4,2,0
Color,276,192,112,3547,English,USA,PG,3,4,2,0
Color,602,562,2513,4549,English,USA,R,3,4,4,0
' Black and White',449,184,275,382,English,USA,PG,3,4,4,0
Color,604,53,2515,4551,English,USA,PG-13,3,4,2,0
Color,605,237,2516,2400,English,USA,PG-13,3,4,4,1
Color,520,119,64,4552,English,USA,R,3,4,4,1
Color,606,219,184,878,English,USA,PG-13,3,4,2,0
Color,607,6,75,868,English,USA,R,3,4,2,1
Color,608,69,2517,4553,English,USA,PG,3,4,2,1
Color,84,8,351,1288,English,UK,R,3,4,2,0
Color,602,564,2518,757,English,USA,R,3,4,4,0
Color,609,99,2519,1569,English,USA,R,3,4,2,1
Color,610,517,66,2355,English,USA,R,3,4,2,1
Color,611,130,2520,2391,English,USA,PG,3,4,2,1
Color,534,224,330,219,English,USA,PG-13,3,4,2,1
Color,550,156,628,2206,English,USA,PG-13,3,4,2,1
Color,243,344,758,3125,English,USA,PG-13,4,4,2,0
Color,436,565,1481,878,English,USA,R,3,4,2,1
Color,65,567,2122,2549,English,USA,R,3,4,2,1
Color,613,568,2522,4555,English,UK,PG,3,3,2,1
Color,614,569,943,3172,English,USA,R,3,4,2,1
Color,611,130,2523,2391,English,USA,PG,3,4,2,1
Color,407,233,1444,3113,English,USA,R,3,4,2,0
Color,273,127,1029,3483,English,USA,R,3,4,2,0
Color,296,16,71,192,English,USA,PG-13,3,4,2,0
Color,340,461,459,931,English,USA,PG-13,3,4,4,0
Color,615,570,2524,325,English,USA,PG-13,3,4,2,0
Color,310,82,2525,112,English,USA,PG-13,3,4,2,0
Color,468,571,380,4556,English,USA,PG-13,3,4,2,0
Color,465,572,126,2473,English,USA,R,3,4,2,0
Color,143,573,2526,4557,English,USA,G,3,4,2,0
Color,616,85,581,2519,English,USA,PG-13,3,4,2,0
Color,235,71,641,1070,English,USA,R,3,4,2,1
Color,617,574,2527,4558,Cantonese,'Hong Kong',PG-13,3,4,2,0
Color,190,424,316,2752,English,USA,PG-13,3,4,2,1
Color,24,120,1092,902,English,USA,PG-13,3,3,2,1
Color,58,528,364,1158,English,Spain,PG-13,3,4,2,0
Color,105,575,2233,4325,English,USA,R,3,3,2,1
Color,199,576,885,1428,English,USA,PG-13,3,4,4,1
Color,423,461,791,5,English,USA,PG,3,4,2,1
Color,238,11,2528,4559,English,USA,R,3,4,2,1
Color,607,109,30,4560,English,USA,PG-13,3,4,2,1
Color,345,209,203,4561,English,USA,PG-13,3,4,2,1
Color,618,194,2529,1942,English,USA,PG,3,3,4,1
Color,238,211,2246,978,English,USA,R,3,4,2,1
Color,48,158,2530,506,English,USA,R,3,3,2,1
Color,275,11,460,88,English,USA,PG-13,3,4,2,1
Color,287,578,2448,4562,English,Japan,R,3,4,4,1
Color,619,85,2531,4563,English,USA,PG-13,3,4,2,1
Color,241,298,936,1127,English,USA,R,3,4,4,1
Color,424,11,2532,1724,English,USA,R,3,4,4,1
Color,60,579,365,2355,English,USA,PG,3,4,2,1
Color,189,260,559,1495,English,USA,PG-13,3,4,2,1
Color,146,580,2533,4564,English,USA,R,3,3,2,1
Color,548,1,627,4565,English,USA,X,2,3,2,1
Color,228,581,2132,2808,English,USA,R,3,4,2,1
Color,297,20,2534,4566,English,USA,PG-13,3,4,4,1
Color,297,582,2535,408,English,USA,PG,3,4,2,1
Color,620,104,221,874,English,'Hong Kong',PG,3,4,2,1
Color,621,114,2536,2468,English,USA,PG,3,4,2,1
Color,329,375,77,2443,English,USA,R,3,4,2,1
Color,551,53,2537,4567,English,USA,R,3,4,2,1
Color,199,33,614,4136,English,USA,PG-13,3,4,2,1
Color,437,156,304,4568,English,USA,PG-13,3,3,4,1
Color,287,583,2538,4569,English,USA,R,3,4,4,1
Color,205,86,85,1581,English,USA,PG,3,4,2,1
Color,622,584,976,1121,English,USA,R,3,4,2,1
Color,547,86,1026,2116,English,USA,PG-13,3,4,2,1
Color,206,172,368,606,English,USA,PG-13,3,4,1,1
Color,623,572,2539,2307,English,USA,PG-13,3,4,2,1
Color,36,1,210,2206,English,USA,R,3,4,4,1
Color,216,174,2540,105,English,UK,R,3,4,2,1
Color,624,585,2541,931,English,USA,PG,2,3,2,1
Color,607,6,33,388,English,USA,R,3,4,2,1
Color,198,375,1721,4570,English,Canada,PG-13,3,4,2,1
Color,468,362,351,77,English,USA,PG-13,3,4,2,0
Color,625,586,1751,2423,English,USA,PG-13,3,4,2,0
Color,626,587,687,4571,English,USA,PG-13,3,4,2,1
Color,627,384,198,2818,English,USA,PG-13,3,4,2,0
Color,629,193,2543,1493,English,Japan,PG-13,3,3,2,0
' Black and White',335,590,781,4573,English,France,R,3,4,4,0
Color,242,1,251,4465,English,USA,R,3,4,2,0
Color,534,591,2544,2814,English,USA,PG,3,4,2,1
Color,444,592,2545,2956,English,Australia,R,3,4,2,0
Color,272,131,218,4574,English,USA,R,3,4,2,1
Color,326,20,19,2290,English,USA,R,3,4,4,0
Color,630,251,2546,699,English,USA,R,3,4,2,0
Color,631,593,749,79,English,USA,R,3,4,2,0
Color,249,548,477,4575,English,USA,R,3,3,2,0
Color,303,332,2547,3054,English,USA,R,3,4,2,0
Color,632,240,779,3416,English,USA,PG-13,3,4,2,0
Color,609,388,420,648,English,USA,PG-13,3,4,2,0
Color,49,595,2548,4577,English,USA,PG-13,3,4,2,0
Color,326,11,2430,4578,English,USA,R,3,4,4,0
Color,635,596,998,4579,English,UK,PG,3,4,2,0
Color,478,597,2549,1724,English,USA,R,3,3,4,0
Color,636,598,635,759,English,USA,PG-13,3,4,2,0
Color,637,203,250,4580,English,USA,PG,3,4,2,0
Color,638,14,39,268,English,UK,PG-13,3,4,2,0
Color,265,599,2550,4581,English,USA,PG-13,3,4,2,0
Color,639,51,242,4582,English,UK,G,3,4,1,0
Color,424,21,737,4583,English,USA,R,3,4,2,0
Color,640,600,2519,4584,English,USA,PG-13,3,4,2,0
Color,641,601,1638,4585,English,USA,R,3,4,2,0
Color,548,602,2551,2375,English,USA,PG-13,3,4,2,0
Color,387,58,455,883,English,USA,PG-13,3,4,2,0
Color,544,603,2552,4586,English,USA,PG-13,3,4,2,0
Color,413,153,2553,4587,English,UK,PG-13,3,4,2,0
Color,332,35,360,4588,English,USA,R,3,4,2,0
Color,454,396,211,961,English,UK,PG-13,3,4,2,0
Color,526,240,1458,3074,English,USA,PG,3,4,2,0
Color,351,209,56,490,English,USA,R,3,4,2,0
Color,213,605,2555,4591,English,USA,PG-13,3,3,2,0
Color,561,606,2556,400,English,USA,R,3,4,2,0
Color,644,11,582,4592,English,USA,R,3,4,2,0
Color,243,607,117,4219,English,USA,PG-13,3,4,2,0
Color,645,608,51,1044,English,UK,PG,3,4,2,0
Color,164,561,1217,4593,English,USA,R,3,4,2,0
Color,427,75,2557,2150,English,USA,PG-13,3,4,4,0
Color,646,609,2558,4594,English,Aruba,R,3,4,2,0
Color,50,610,2559,4595,English,USA,R,3,4,2,0
Color,438,140,17,1616,English,USA,R,3,4,2,0
Color,647,430,317,105,English,USA,R,3,4,2,0
Color,441,611,737,979,English,USA,PG,3,4,2,0
Color,43,58,2560,4596,English,USA,PG,3,4,2,0
Color,648,612,2561,4597,English,USA,PG,3,4,2,0
Color,18,613,24,1146,English,USA,PG-13,3,4,2,0
Color,105,548,2344,1084,English,USA,PG-13,3,3,2,0
Color,332,304,2562,216,English,USA,R,3,3,4,0
Color,649,51,384,261,English,Denmark,R,3,4,2,0
Color,209,265,2563,4599,English,France,R,3,4,2,0
Color,106,616,2564,4601,English,USA,R,3,4,4,0
Color,349,331,2566,4603,English,USA,PG-13,3,4,2,1
Color,654,384,2567,4604,English,USA,R,3,4,2,0
Color,48,618,1487,4325,English,USA,PG,3,3,4,0
Color,121,25,719,441,English,USA,PG-13,3,4,2,0
Color,655,619,2568,4605,English,USA,R,3,4,2,0
Color,172,76,775,4606,English,USA,R,3,4,2,0
Color,656,620,2569,4607,Japanese,Japan,G,3,4,2,0
Color,657,621,2570,4608,English,USA,PG-13,3,4,2,1
Color,658,1,233,469,English,USA,R,3,4,2,0
Color,659,622,2571,4609,English,USA,PG-13,3,4,2,0
Color,403,69,184,65,English,USA,PG-13,3,4,2,0
Color,566,623,2572,4610,English,UK,PG-13,3,4,4,0
